file|error code|error message|start line|start char|end line|end char
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT109_ConstActivatedEventMidgame is not defined|988|3|988|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT109_ConstActivatedEventSleeper is not defined|990|3|990|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT109_ConstActivatedEventSleeper is not defined|1002|4|1002|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT109_ConstActivatedEventEndgame is not defined|997|3|997|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT109_ConstActivatedEventMidgame is not defined|999|3|999|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT109_ConstActivatedEventMidgame is not defined|1013|4|1013|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT109_ConstActivatedEventEndgame is not defined|1010|3|1010|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT109_ConstActivatedEventSleeper is not defined|1016|3|1016|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT109_ConstActivatedEventMidgame is not defined|1026|4|1026|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT109_ConstActivatedEventSleeper is not defined|1030|4|1030|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT109_ConstActivatedEventEndgame is not defined|1023|3|1023|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT109_ConstActivatedEventEndgame is not defined|1039|4|1039|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT109_ConstActivatedEventMidgame is not defined|1042|3|1042|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT109_ConstActivatedEventSleeper is not defined|1044|3|1044|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT109_ConstActivatedEventEndgame is not defined|1052|4|1052|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT109_ConstActivatedEventSleeper is not defined|1058|4|1058|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT109_ConstActivatedEventMidgame is not defined|1055|3|1055|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT109_ConstActivatedEventEndgame is not defined|1067|4|1067|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT109_ConstActivatedEventMidgame is not defined|1071|4|1071|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT109_ConstActivatedEventSleeper is not defined|1074|3|1074|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT109_ConstActivatedEventEndgame is not defined|1082|4|1082|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT109_ConstActivatedEventMidgame is not defined|1086|4|1086|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT109_ConstActivatedEventSleeper is not defined|1090|4|1090|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT110_ConstActivatedEventEndgame is not defined|1102|3|1102|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT110_ConstActivatedEventMidgame is not defined|1104|3|1104|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT110_ConstActivatedEventSleeper is not defined|1106|3|1106|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT110_ConstActivatedEventSleeper is not defined|1118|4|1118|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT110_ConstActivatedEventEndgame is not defined|1113|3|1113|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT110_ConstActivatedEventMidgame is not defined|1115|3|1115|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT110_ConstActivatedEventMidgame is not defined|1129|4|1129|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT110_ConstActivatedEventEndgame is not defined|1126|3|1126|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT110_ConstActivatedEventSleeper is not defined|1132|3|1132|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT110_ConstActivatedEventMidgame is not defined|1142|4|1142|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT110_ConstActivatedEventSleeper is not defined|1146|4|1146|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT110_ConstActivatedEventEndgame is not defined|1139|3|1139|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT110_ConstActivatedEventEndgame is not defined|1155|4|1155|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT110_ConstActivatedEventMidgame is not defined|1158|3|1158|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT110_ConstActivatedEventSleeper is not defined|1160|3|1160|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT110_ConstActivatedEventEndgame is not defined|1168|4|1168|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT110_ConstActivatedEventSleeper is not defined|1174|4|1174|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT110_ConstActivatedEventMidgame is not defined|1171|3|1171|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT110_ConstActivatedEventEndgame is not defined|1183|4|1183|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT110_ConstActivatedEventMidgame is not defined|1187|4|1187|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT110_ConstActivatedEventSleeper is not defined|1190|3|1190|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT110_ConstActivatedEventEndgame is not defined|1198|4|1198|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT110_ConstActivatedEventMidgame is not defined|1202|4|1202|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT110_ConstActivatedEventSleeper is not defined|1206|4|1206|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT111_ConstActivatedEventEndgame is not defined|1218|3|1218|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT111_ConstActivatedEventMidgame is not defined|1220|3|1220|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT111_ConstActivatedEventSleeper is not defined|1222|3|1222|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT111_ConstActivatedEventSleeper is not defined|1234|4|1234|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT111_ConstActivatedEventEndgame is not defined|1229|3|1229|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT111_ConstActivatedEventMidgame is not defined|1231|3|1231|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT111_ConstActivatedEventMidgame is not defined|1245|4|1245|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT111_ConstActivatedEventEndgame is not defined|1242|3|1242|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT111_ConstActivatedEventSleeper is not defined|1248|3|1248|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT111_ConstActivatedEventMidgame is not defined|1258|4|1258|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT111_ConstActivatedEventSleeper is not defined|1262|4|1262|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT111_ConstActivatedEventEndgame is not defined|1255|3|1255|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT111_ConstActivatedEventEndgame is not defined|1271|4|1271|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT111_ConstActivatedEventMidgame is not defined|1274|3|1274|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT111_ConstActivatedEventSleeper is not defined|1276|3|1276|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT111_ConstActivatedEventEndgame is not defined|1284|4|1284|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT111_ConstActivatedEventSleeper is not defined|1290|4|1290|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT111_ConstActivatedEventMidgame is not defined|1287|3|1287|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT111_ConstActivatedEventEndgame is not defined|1299|4|1299|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT111_ConstActivatedEventMidgame is not defined|1303|4|1303|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT111_ConstActivatedEventSleeper is not defined|1306|3|1306|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT111_ConstActivatedEventEndgame is not defined|1314|4|1314|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT111_ConstActivatedEventMidgame is not defined|1318|4|1318|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT111_ConstActivatedEventSleeper is not defined|1322|4|1322|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT112_ConstActivatedEventEndgame is not defined|1334|3|1334|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT112_ConstActivatedEventMidgame is not defined|1336|3|1336|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT112_ConstActivatedEventSleeper is not defined|1338|3|1338|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT112_ConstActivatedEventSleeper is not defined|1350|4|1350|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT112_ConstActivatedEventEndgame is not defined|1345|3|1345|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT112_ConstActivatedEventMidgame is not defined|1347|3|1347|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT112_ConstActivatedEventMidgame is not defined|1361|4|1361|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT112_ConstActivatedEventEndgame is not defined|1358|3|1358|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT112_ConstActivatedEventSleeper is not defined|1364|3|1364|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT112_ConstActivatedEventMidgame is not defined|1374|4|1374|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT112_ConstActivatedEventSleeper is not defined|1378|4|1378|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT112_ConstActivatedEventEndgame is not defined|1371|3|1371|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT112_ConstActivatedEventEndgame is not defined|1387|4|1387|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT112_ConstActivatedEventMidgame is not defined|1390|3|1390|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT112_ConstActivatedEventSleeper is not defined|1392|3|1392|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT112_ConstActivatedEventEndgame is not defined|1400|4|1400|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT112_ConstActivatedEventSleeper is not defined|1406|4|1406|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT112_ConstActivatedEventMidgame is not defined|1403|3|1403|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT112_ConstActivatedEventEndgame is not defined|1415|4|1415|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT112_ConstActivatedEventMidgame is not defined|1419|4|1419|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT112_ConstActivatedEventSleeper is not defined|1422|3|1422|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT112_ConstActivatedEventEndgame is not defined|1430|4|1430|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT112_ConstActivatedEventMidgame is not defined|1434|4|1434|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT112_ConstActivatedEventSleeper is not defined|1438|4|1438|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT113_ConstActivatedEventEndgame is not defined|1450|3|1450|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT113_ConstActivatedEventMidgame is not defined|1452|3|1452|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT113_ConstActivatedEventSleeper is not defined|1454|3|1454|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT113_ConstActivatedEventSleeper is not defined|1466|4|1466|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT113_ConstActivatedEventEndgame is not defined|1461|3|1461|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT113_ConstActivatedEventMidgame is not defined|1463|3|1463|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT113_ConstActivatedEventMidgame is not defined|1477|4|1477|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT113_ConstActivatedEventEndgame is not defined|1474|3|1474|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT113_ConstActivatedEventSleeper is not defined|1480|3|1480|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT113_ConstActivatedEventMidgame is not defined|1490|4|1490|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT113_ConstActivatedEventSleeper is not defined|1494|4|1494|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT113_ConstActivatedEventEndgame is not defined|1487|3|1487|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT113_ConstActivatedEventEndgame is not defined|1503|4|1503|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT113_ConstActivatedEventMidgame is not defined|1506|3|1506|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT113_ConstActivatedEventSleeper is not defined|1508|3|1508|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT113_ConstActivatedEventEndgame is not defined|1516|4|1516|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT113_ConstActivatedEventSleeper is not defined|1522|4|1522|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT113_ConstActivatedEventMidgame is not defined|1519|3|1519|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT113_ConstActivatedEventEndgame is not defined|1531|4|1531|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT113_ConstActivatedEventMidgame is not defined|1535|4|1535|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT113_ConstActivatedEventSleeper is not defined|1538|3|1538|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT113_ConstActivatedEventEndgame is not defined|1546|4|1546|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT113_ConstActivatedEventMidgame is not defined|1550|4|1550|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT113_ConstActivatedEventSleeper is not defined|1554|4|1554|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT114_ConstActivatedEventEndgame is not defined|1566|3|1566|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT114_ConstActivatedEventMidgame is not defined|1568|3|1568|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT114_ConstActivatedEventSleeper is not defined|1570|3|1570|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT114_ConstActivatedEventSleeper is not defined|1582|4|1582|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT114_ConstActivatedEventEndgame is not defined|1577|3|1577|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT114_ConstActivatedEventMidgame is not defined|1579|3|1579|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT114_ConstActivatedEventMidgame is not defined|1593|4|1593|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT114_ConstActivatedEventEndgame is not defined|1590|3|1590|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT114_ConstActivatedEventSleeper is not defined|1596|3|1596|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT114_ConstActivatedEventMidgame is not defined|1606|4|1606|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT114_ConstActivatedEventSleeper is not defined|1610|4|1610|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT114_ConstActivatedEventEndgame is not defined|1603|3|1603|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT114_ConstActivatedEventEndgame is not defined|1619|4|1619|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT114_ConstActivatedEventMidgame is not defined|1622|3|1622|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT114_ConstActivatedEventSleeper is not defined|1624|3|1624|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT114_ConstActivatedEventEndgame is not defined|1632|4|1632|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT114_ConstActivatedEventSleeper is not defined|1638|4|1638|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT114_ConstActivatedEventMidgame is not defined|1635|3|1635|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT114_ConstActivatedEventEndgame is not defined|1647|4|1647|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT114_ConstActivatedEventMidgame is not defined|1651|4|1651|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT114_ConstActivatedEventSleeper is not defined|1654|3|1654|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT114_ConstActivatedEventEndgame is not defined|1662|4|1662|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT114_ConstActivatedEventMidgame is not defined|1666|4|1666|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT114_ConstActivatedEventSleeper is not defined|1670|4|1670|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT115_ConstActivatedEventEndgame is not defined|1682|3|1682|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT115_ConstActivatedEventMidgame is not defined|1684|3|1684|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT115_ConstActivatedEventSleeper is not defined|1686|3|1686|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT115_ConstActivatedEventSleeper is not defined|1698|4|1698|10
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT115_ConstActivatedEventEndgame is not defined|1693|3|1693|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT115_ConstActivatedEventMidgame is not defined|1695|3|1695|9
common\scripted_loc\Cmt02_Template_scripted_loc.txt|CW101|@CmtT115_ConstActivatedEventMidgame is not defined|1709|4|1709|10
